mat|1|1|	Βιβλος γενεσεως Ιησου Χριστου, υιου Δαυιδ υιου Αβρααμ.	biblos geneseōs iēsou christou, uiou dauid uiou abraam.
joh|5|18|	δια τουτο ουν μαλλον εζητουν αυτον οι Ιουδαιοι αποκτειναι, οτι ου μονον ελυε το σαββατον, αλλα και πατερα ιδιον ελεγε τον Θεον, ισον εαυτον ποιων τω Θεω.	dia touto oun mallon ezētoun auton oi ioudaioi apokteinai, oti ou monon elue to sabbaton, alla kai patera idion elege ton theon, ison eauton poiōn tō theō.
joh|5|19|	Απεκρινατο ουν ο Ιησους και ειπεν αυτοις αμην αμην λεγω υμιν, ου δυναται ο υιος ποιειν αφ εαυτου ουδεν, εαν μη τι βλεπη τον πατερα ποιουντα α γαρ αν εκεινος ποιη, ταυτα και ο υιος ομοιως ποιει.	apekrinato oun o iēsous kai eipen autois amēn amēn legō umin, ou dunatai o uios poiein aph eautou ouden, ean mē ti blepē ton patera poiounta a gar an ekeinos poiē, tauta kai o uios omoiōs poiei.
joh|5|20|	ο γαρ πατηρ φιλει τον υιον και παντα δεικνυσιν αυτω α αυτος ποιει, και μειζονα τουτων δειξει αυτω εργα, ινα υμεις θαυμαζητε.	o gar patēr philei ton uion kai panta deiknusin autō a autos poiei, kai meizona toutōn deixei autō erga, ina umeis thaumazēte.
joh|5|21|	ωσπερ γαρ ο πατηρ εγειρει τους νεκρους και ζωοποιει, ουτω και ο υιος ους θελει ζωοποιει.	ōsper gar o patēr egeirei tous nekrous kai zōopoiei, outō kai o uios ous thelei zōopoiei.
joh|5|22|	ουδε γαρ ο πατηρ κρινει ουδενα, αλλα την κρισιν πασαν δεδωκε τω υιω,	oude gar o patēr krinei oudena, alla tēn krisin pasan dedōke tō uiō,
joh|5|23|	ινα παντες τιμωσι τον υιον καθως τιμωσι τον πατερα. ο μη τιμων τον υιον ου τιμα τον πατερα τον πεμψαντα αυτον.	ina pantes timōsi ton uion kathōs timōsi ton patera. o mē timōn ton uion ou tima ton patera ton pempsanta auton.
joh|5|24|	αμην αμην λεγω υμιν οτι ο τον λογον μου ακουων και πιστευων τω πεμψαντι με εχει ζωην αιωνιον, και εις κρισιν ουκ ερχεται, αλλα μεταβεβηκεν εκ του θανατου εις την ζωην.	amēn amēn legō umin oti o ton logon mou akouōn kai pisteuōn tō pempsanti me echei zōēn aiōnion, kai eis krisin ouk erchetai, alla metabebēken ek tou thanatou eis tēn zōēn.
joh|5|25|	αμην αμην λεγω υμιν οτι ερχεται ωρα, και νυν εστιν, οτε οι νεκροι ακουσονται της φωνης του υιου του Θεου, και οι ακουσαντες ζησονται	amēn amēn legō umin oti erchetai ōra, kai nun estin, ote oi nekroi akousontai tēs phōnēs tou uiou tou theou, kai oi akousantes zēsontai
joh|5|26|	ωσπερ γαρ ο πατηρ εχει ζωην εν εαυτω, ουτως εδωκε και τω υιω ζωην εχειν εν εαυτω	ōsper gar o patēr echei zōēn en eautō, outōs edōke kai tō uiō zōēn echein en eautō
joh|5|27|	και εξουσιαν εδωκεν αυτω και κρισιν ποιειν, οτι υιος ανθρωπου εστι.	kai exousian edōken autō kai krisin poiein, oti uios anthrōpou esti.
joh|5|28|	μη θαυμαζετε τουτο οτι ερχεται ωρα εν η παντες οι εν τοις μνημειοις ακουσονται της φωνης αυτου,	mē thaumazete touto oti erchetai ōra en ē pantes oi en tois mnēmeiois akousontai tēs phōnēs autou,
joh|5|29|	και εκπορευσονται οι τα αγαθα ποιησαντες εις αναστασιν ζωης, οι δε τα φαυλα πραξαντες εις αναστασιν κρισεως.	kai ekporeusontai oi ta agatha poiēsantes eis anastasin zōēs, oi de ta phaula praxantes eis anastasin kriseōs.
joh|5|30|	Ου δυναμαι εγω ποιειν απ εμαυτου ουδεν. καθως ακουω κρινω, και η κρισις η εμη δικαια εστιν οτι ου ζητω το θελημα το εμον, αλλα το θελημα του πεμψαντος με πατρος.	ou dunamai egō poiein ap emautou ouden. kathōs akouō krinō, kai ē krisis ē emē dikaia estin oti ou zētō to thelēma to emon, alla to thelēma tou pempsantos me patros.
joh|5|31|	Εαν εγω μαρτυρω περι εμαυτου, η μαρτυρια μου ουκ εστιν αληθης.	ean egō marturō peri emautou, ē marturia mou ouk estin alēthēs.
joh|5|32|	αλλος εστιν ο μαρτυρων περι εμου, και οιδα οτι αληθης εστιν η μαρτυρια ην μαρτυρει περι εμου.	allos estin o marturōn peri emou, kai oida oti alēthēs estin ē marturia ēn marturei peri emou.
joh|5|33|	υμεις απεσταλκατε προς Ιωαννην, και μεμαρτυρηκε τη αληθεια	umeis apestalkate pros iōannēn, kai memarturēke tē alētheia
joh|5|34|	εγω δε ου παρα ανθρωπου την μαρτυριαν λαμβανω, αλλα ταυτα λεγω ινα υμεις σωθητε.	egō de ou para anthrōpou tēn marturian lambanō, alla tauta legō ina umeis sōthēte.
joh|5|35|	εκεινος ην ο λυχνος ο καιομενος και φαινων, υμεις δε ηθελησατε αγαλλιαθηναι προς ωραν εν τω φωτι αυτου.	ekeinos ēn o luchnos o kaiomenos kai phainōn, umeis de ēthelēsate agalliathēnai pros ōran en tō phōti autou.
joh|5|36|	δε εχω την μαρτυριαν μειζω του Ιωαννου τα γαρ εργα α εδωκε μοι ο πατηρ ινα τελειωσω αυτα, αυτα τα εργα α εγω ποιω, μαρτυρει περι εμου οτι ο πατηρ με απεσταλκε.	de echō tēn marturian meizō tou iōannou ta gar erga a edōke moi o patēr ina teleiōsō auta, auta ta erga a egō poiō, marturei peri emou oti o patēr me apestalke.
joh|5|37|	και ο πεμψας με πατηρ, αυτος μεμαρτυρηκε περι εμου. ουτε φωνην αυτου ακηκοατε πωποτε ουτε ειδος αυτου εωρακατε,	kai o pempsas me patēr, autos memarturēke peri emou. oute phōnēn autou akēkoate pōpote oute eidos autou eōrakate,
joh|5|38|	και τον λογον αυτου ουκ εχετε μενοντα εν υμιν, οτι ον απεστειλεν εκεινος, τουτω υμεις ου πιστευετε.	kai ton logon autou ouk echete menonta en umin, oti on apesteilen ekeinos, toutō umeis ou pisteuete.
joh|5|39|	ερευνατε τας γραφας, οτι υμεις δοκειτε εν αυταις ζωην αιωνιον εχειν και εκειναι εισιν αι μαρτυρουσαι περι εμου	ereunate tas graphas, oti umeis dokeite en autais zōēn aiōnion echein kai ekeinai eisin ai marturousai peri emou
joh|5|40|	και ου θελετε ελθειν προς με ινα ζωην εχητε.	kai ou thelete elthein pros me ina zōēn echēte.
joh|5|41|	δοξαν παρα ανθρωπων ου λαμβανω	doxan para anthrōpōn ou lambanō
joh|5|42|	αλλ εγνωκα υμας οτι την αγαπην του Θεου ουκ εχετε εν εαυτοις.	all egnōka umas oti tēn agapēn tou theou ouk echete en eautois.
joh|5|43|	εγω εληλυθα εν τω ονοματι του πατρος μου, και ου λαμβανετε με εαν αλλος ελθη εν τω ονοματι τω ιδιω, εκεινον ληψεσθε.	egō elēlutha en tō onomati tou patros mou, kai ou lambanete me ean allos elthē en tō onomati tō idiō, ekeinon lēpsesthe.
joh|5|44|	πως δυνασθε υμεις πιστευσαι, δοξαν παρα αλληλων λαμβανοντες, και την δοξαν την παρα του μονου Θεου ου ζητειτε?	pōs dunasthe umeis pisteusai, doxan para allēlōn lambanontes, kai tēn doxan tēn para tou monou theou ou zēteite?
joh|5|45|	μη δοκειτε οτι εγω κατηγορησω υμων προς τον πατερα εστιν ο κατηγορων υμων Μωυσης, εις ον υμεις ηλπικατε.	mē dokeite oti egō katēgorēsō umōn pros ton patera estin o katēgorōn umōn mōusēs, eis on umeis ēlpikate.
joh|5|46|	ει γαρ επιστευετε Μωυσει, επιστευετε αν εμοι περι γαρ εμου εκεινος εγραψεν.	ei gar episteuete mōusei, episteuete an emoi peri gar emou ekeinos egrapsen.
joh|5|47|	ει δε τοις εκεινου γραμμασιν ου πιστευετε, πως τοις εμοις ρημασι πιστευσετε?	ei de tois ekeinou grammasin ou pisteuete, pōs tois emois rēmasi pisteusete?
joh|6|1|	Μετα ταυτα απηλθεν ο Ιησους περαν της θαλασσης της Γαλιλαιας της Τιβεριαδος	meta tauta apēlthen o iēsous peran tēs thalassēs tēs galilaias tēs tiberiados
joh|6|2|	και ηκολουθει αυτω οχλος πολυς, οτι εωρων αυτου τα σημεια α εποιει επι των ασθενουντων.	kai ēkolouthei autō ochlos polus, oti eōrōn autou ta sēmeia a epoiei epi tōn asthenountōn.
joh|6|3|	ανηλθε δε εις το ορος ο Ιησους και εκει εκαθητο μετα των μαθητων αυτου.	anēlthe de eis to oros o iēsous kai ekei ekathēto meta tōn mathētōn autou.
joh|6|4|	ην δε εγγυς το πασχα, η εορτη των Ιουδαιων.	ēn de eggus to pascha, ē eortē tōn ioudaiōn.
joh|6|5|	επαρας ουν ο Ιησους τους οφθαλμους και θεασαμενος οτι πολυς οχλος ερχεται προς αυτον, λεγει προς τον Φιλιππον ποθεν αγορασωμεν αρτους ινα φαγωσιν ουτοι?	eparas oun o iēsous tous ophthalmous kai theasamenos oti polus ochlos erchetai pros auton, legei pros ton philippon pothen agorasōmen artous ina phagōsin outoi?
joh|6|6|	τουτο δε ελεγε πειραζων αυτον αυτος γαρ ηδει τι εμελλε ποιειν.	touto de elege peirazōn auton autos gar ēdei ti emelle poiein.
joh|6|7|	απεκριθη αυτω Φιλιππος διακοσιων δηναριων αρτοι ουκ αρκουσιν αυτοις ινα εκαστος αυτων βραχυ τι λαβη.	apekrithē autō philippos diakosiōn dēnariōn artoi ouk arkousin autois ina ekastos autōn brachu ti labē.
joh|6|8|	λεγει αυτω εις εκ των μαθητων αυτου, Ανδρεας ο αδελφος Σιμωνος Πετρου	legei autō eis ek tōn mathētōn autou, andreas o adelphos simōnos petrou
joh|6|9|	εστι παιδαριον εν ωδε, ος εχει πεντε αρτους κριθινους και δυο οψαρια αλλα ταυτα τι εστιν εις τοσουτους?	esti paidarion en ōde, os echei pente artous krithinous kai duo opsaria alla tauta ti estin eis tosoutous?
joh|6|10|	ειπε δε ο Ιησους ποιησατε τους ανθρωπους αναπεσειν ην δε χορτος πολυς εν τω τοπω. ανεπεσον ουν οι ανδρες τον αριθμον ωσει πεντακισχιλιοι.	eipe de o iēsous poiēsate tous anthrōpous anapesein ēn de chortos polus en tō topō. anepeson oun oi andres ton arithmon ōsei pentakischilioi.
joh|6|11|	ελαβε δε τους αρτους ο Ιησους και ευχαριστησας διεδωκε τοις μαθηταις, οι δε μαθηται τοις ανακειμενοις ομοιως και εκ των οψαριων οσον ηθελον.	elabe de tous artous o iēsous kai eucharistēsas diedōke tois mathētais, oi de mathētai tois anakeimenois omoiōs kai ek tōn opsariōn oson ēthelon.
joh|6|12|	ως δε ενεπλησθησαν, λεγει τοις μαθηταις αυτου συναγαγετε τα περισσευσαντα κλασματα, ινα μη τι αποληται.	ōs de eneplēsthēsan, legei tois mathētais autou sunagagete ta perisseusanta klasmata, ina mē ti apolētai.
joh|6|13|	συνηγαγον ουν και εγεμισαν δωδεκα κοφινους κλασματων εκ των πεντε αρτων των κριθινων α επερισσευσε τοις βεβρωκοσιν.	sunēgagon oun kai egemisan dōdeka kophinous klasmatōn ek tōn pente artōn tōn krithinōn a eperisseuse tois bebrōkosin.
joh|6|14|	Οι ουν ανθρωποι, ιδοντες ο εποιησε σημειον ο Ιησους, ελεγον οτι ουτος εστιν αληθως ο προφητης ο ερχομενος εις τον κοσμον.	oi oun anthrōpoi, idontes o epoiēse sēmeion o iēsous, elegon oti outos estin alēthōs o prophētēs o erchomenos eis ton kosmon.
joh|6|15|	Ιησους ουν γνους οτι μελλουσιν ερχεσθαι και αρπαζειν αυτον ινα ποιησωσιν αυτον βασιλεα, ανεχωρησε παλιν εις το ορος αυτος μονος.	iēsous oun gnous oti mellousin erchesthai kai arpazein auton ina poiēsōsin auton basilea, anechōrēse palin eis to oros autos monos.
joh|6|16|	Ως δε οψια εγενετο, κατεβησαν οι μαθηται αυτου επι την θαλασσαν,	ōs de opsia egeneto, katebēsan oi mathētai autou epi tēn thalassan,
joh|6|17|	και εμβαντες εις το πλοιον ηρχοντο περαν της θαλασσης εις Καπερναουμ. και σκοτια ηδη εγεγονει και ουκ εληλυθει προς αυτους ο Ιησους,	kai embantes eis to ploion ērchonto peran tēs thalassēs eis kapernaoum. kai skotia ēdē egegonei kai ouk elēluthei pros autous o iēsous,
joh|6|18|	η τε θαλασσα ανεμου μεγαλου πνεοντος διηγειρετο.	ē te thalassa anemou megalou pneontos diēgeireto.
joh|6|19|	εληλακοτες ουν ως σταδιους εικοσι πεντε η τριακοντα θεωρουσι τον Ιησουν περιπατουντα επι της θαλασσης και εγγυς του πλοιου γινομενον, και εφοβηθησαν.	elēlakotes oun ōs stadious eikosi pente ē triakonta theōrousi ton iēsoun peripatounta epi tēs thalassēs kai eggus tou ploiou ginomenon, kai ephobēthēsan.
joh|6|20|	ο δε λεγει αυτοις εγω ειμι μη φοβεισθε.	o de legei autois egō eimi mē phobeisthe.
joh|6|21|	ηθελον ουν λαβειν αυτον εις το πλοιον, και ευθεως το πλοιον εγενετο επι της γης εις ην υπηγον.	ēthelon oun labein auton eis to ploion, kai eutheōs to ploion egeneto epi tēs gēs eis ēn upēgon.
joh|6|22|	Τη επαυριον ο οχλος ο εστηκως περαν της θαλασσης ιδων οτι πλοιαριον αλλο ουκ ην εκει ει μη εν εκεινο εις ο ενεβησαν οι μαθηται αυτου, και οτι ου συνεισηλθε τοις μαθηταις αυτου ο Ιησους εις το πλοιαριον, αλλα μονοι οι μαθηται αυτου απηλθον	tē epaurion o ochlos o estēkōs peran tēs thalassēs idōn oti ploiarion allo ouk ēn ekei ei mē en ekeino eis o enebēsan oi mathētai autou, kai oti ou suneisēlthe tois mathētais autou o iēsous eis to ploiarion, alla monoi oi mathētai autou apēlthon
joh|6|23|	αλλα δε ηλθε πλοιαρια εκ Τιβεριαδος εγγυς του τοπου, οπου εφαγον τον αρτον ευχαριστησαντος του Κυριου	alla de ēlthe ploiaria ek tiberiados eggus tou topou, opou ephagon ton arton eucharistēsantos tou kuriou
joh|6|24|	οτε ουν ειδεν ο οχλος οτι Ιησους ουκ εστιν εκει ουδε οι μαθηται αυτου, ενεβησαν αυτοι εις τα πλοια και ηλθον εις Καπερναουμ ζητουντες τον Ιησουν.	ote oun eiden o ochlos oti iēsous ouk estin ekei oude oi mathētai autou, enebēsan autoi eis ta ploia kai ēlthon eis kapernaoum zētountes ton iēsoun.
joh|6|25|	και ευροντες αυτον περαν της θαλασσης ειπον αυτω ραββι, ποτε ωδε γεγονας?	kai eurontes auton peran tēs thalassēs eipon autō rabbi, pote ōde gegonas?
joh|6|26|	απεκριθη αυτοις ο Ιησους και ειπεν αμην αμην λεγω υμιν, ζητειτε με, ουχ οτι ειδετε σημεια, αλλ οτι εφαγετε εκ των αρτων και εχορτασθητε.	apekrithē autois o iēsous kai eipen amēn amēn legō umin, zēteite me, ouch oti eidete sēmeia, all oti ephagete ek tōn artōn kai echortasthēte.
joh|6|27|	εργαζεσθε μη την βρωσιν την απολλυμενην, αλλα την βρωσιν την μενουσαν εις ζωην αιωνιον, ην ο υιος του ανθρωπου υμιν δωσει τουτον γαρ ο πατηρ εσφραγισεν ο Θεος.	ergazesthe mē tēn brōsin tēn apollumenēn, alla tēn brōsin tēn menousan eis zōēn aiōnion, ēn o uios tou anthrōpou umin dōsei touton gar o patēr esphragisen o theos.
joh|6|28|	ειπον ουν προς αυτον τι ποιωμεν ινα εργαζωμεθα τα εργα του Θεου?	eipon oun pros auton ti poiōmen ina ergazōmetha ta erga tou theou?
joh|6|29|	απεκριθη Ιησους και ειπεν αυτοις τουτο εστι το εργον του Θεου, ινα πιστευσητε εις ον απεστειλεν εκεινος.	apekrithē iēsous kai eipen autois touto esti to ergon tou theou, ina pisteusēte eis on apesteilen ekeinos.
joh|6|30|	ειπον ουν αυτω τι ουν ποιεις συ σημειον ινα ιδωμεν και πιστευσωμεν σοι? τι εργαζη?	eipon oun autō ti oun poieis su sēmeion ina idōmen kai pisteusōmen soi? ti ergazē?
joh|6|31|	οι πατερες ημων το μαννα εφαγον εν τη ερημω, καθως εστι γεγραμμενον αρτον εκ του ουρανου εδωκεν αυτοις φαγειν.	oi pateres ēmōn to manna ephagon en tē erēmō, kathōs esti gegrammenon arton ek tou ouranou edōken autois phagein.
joh|6|32|	ειπεν ουν αυτοις ο Ιησους αμην αμην λεγω υμιν, ου Μωυσης δεδωκεν υμιν τον αρτον εκ του ουρανου, αλλ ο πατηρ μου διδωσιν υμιν τον αρτον εκ του ουρανου τον αληθινον.	eipen oun autois o iēsous amēn amēn legō umin, ou mōusēs dedōken umin ton arton ek tou ouranou, all o patēr mou didōsin umin ton arton ek tou ouranou ton alēthinon.
joh|6|33|	ο γαρ αρτος του Θεου εστιν ο καταβαινων εκ του ουρανου και ζωην διδους τω κοσμω.	o gar artos tou theou estin o katabainōn ek tou ouranou kai zōēn didous tō kosmō.
joh|6|34|	ειπον ουν προς αυτον Κυριε, παντοτε δος ημιν τον αρτον τουτον.	eipon oun pros auton kurie, pantote dos ēmin ton arton touton.
joh|6|35|	ειπε δε αυτοις ο Ιησους εγω ειμι ο αρτος της ζωης ο ερχομενος προς με ου μη πειναση, και ο πιστευων εις εμε ου μη διψηση πωποτε.	eipe de autois o iēsous egō eimi o artos tēs zōēs o erchomenos pros me ou mē peinasē, kai o pisteuōn eis eme ou mē dipsēsē pōpote.
joh|6|36|	αλλ ειπον υμιν οτι και εωρακατε με και ου πιστευετε.	all eipon umin oti kai eōrakate me kai ou pisteuete.
joh|6|37|	Παν ο διδωσι μοι ο πατηρ, προς εμε ηξει, και τον ερχομενον προς με ου μη εκβαλω εξω	pan o didōsi moi o patēr, pros eme ēxei, kai ton erchomenon pros me ou mē ekbalō exō
joh|6|38|	οτι καταβεβηκα εκ του ουρανου ουχ ινα ποιω το θελημα το εμον, αλλα το θελημα του πεμψαντος με.	oti katabebēka ek tou ouranou ouch ina poiō to thelēma to emon, alla to thelēma tou pempsantos me.
joh|6|39|	τουτο δε εστι το θελημα του πεμψαντος με πατρος, ινα παν ο δεδωκε μοι μη απολεσω εξ αυτου, αλλα αναστησω αυτο εν τη εσχατη ημερα.	touto de esti to thelēma tou pempsantos me patros, ina pan o dedōke moi mē apolesō ex autou, alla anastēsō auto en tē eschatē ēmera.
joh|6|40|	τουτο δε εστι το θελημα του πεμψαντος με, ινα πας ο θεωρων τον υιον και πιστευων εις αυτον εχη ζωην αιωνιον, και αναστησω αυτον εγω τη εσχατη ημερα.	touto de esti to thelēma tou pempsantos me, ina pas o theōrōn ton uion kai pisteuōn eis auton echē zōēn aiōnion, kai anastēsō auton egō tē eschatē ēmera.
joh|6|41|	Εγογγυζον ουν οι Ιουδαιοι περι αυτου οτι ειπεν, εγω ειμι ο αρτος ο καταβας εκ του ουρανου,	egogguzon oun oi ioudaioi peri autou oti eipen, egō eimi o artos o katabas ek tou ouranou,
joh|6|42|	και ελεγον ουχ ουτος εστιν Ιησους ο υιος Ιωσηφ, ου ημεις οιδαμεν τον πατερα και την μητερα? πως ουν λεγει ουτος οτι εκ του ουρανου καταβεβηκα?	kai elegon ouch outos estin iēsous o uios iōsēph, ou ēmeis oidamen ton patera kai tēn mētera? pōs oun legei outos oti ek tou ouranou katabebēka?
joh|6|43|	απεκριθη ουν ο Ιησους και ειπεν αυτοις μη γογγυζετε μετ αλληλων.	apekrithē oun o iēsous kai eipen autois mē gogguzete met allēlōn.
joh|6|44|	ουδεις δυναται ελθειν προς με, εαν μη ο πατηρ ο πεμψας με ελκυση αυτον, και εγω αναστησω αυτον τη εσχατη ημερα.	oudeis dunatai elthein pros me, ean mē o patēr o pempsas me elkusē auton, kai egō anastēsō auton tē eschatē ēmera.
joh|6|45|	εστι γεγραμμενον εν τοις προφηταις και εσονται παντες διδακτοι Θεου. πας ο ακουων παρα του πατρος και μαθων ερχεται προς με	esti gegrammenon en tois prophētais kai esontai pantes didaktoi theou. pas o akouōn para tou patros kai mathōn erchetai pros me
joh|6|46|	ουχ οτι τον πατερα τις εωρακεν, ει μη ο ων παρα του Θεου, ουτος εωρακε τον πατερα.	ouch oti ton patera tis eōraken, ei mē o ōn para tou theou, outos eōrake ton patera.
joh|6|47|	αμην αμην λεγω υμιν, ο πιστευων εις εμε εχει ζωην αιωνιον.	amēn amēn legō umin, o pisteuōn eis eme echei zōēn aiōnion.
joh|6|48|	εγω ειμι ο αρτος της ζωης.	egō eimi o artos tēs zōēs.
joh|6|49|	οι πατερες υμων εφαγον το μαννα εν τη ερημω και απεθανον	oi pateres umōn ephagon to manna en tē erēmō kai apethanon
joh|6|50|	ουτος εστιν ο αρτος ο εκ του ουρανου καταβαινων, ινα τις εξ αυτου φαγη και μη αποθανη.	outos estin o artos o ek tou ouranou katabainōn, ina tis ex autou phagē kai mē apothanē.
joh|6|51|	εγω ειμι ο αρτος ο ζων ο εκ του ουρανου καταβας εαν τις φαγη εκ τουτου του αρτου, ζησεται εις τον αιωνα. και ο αρτος δε ον εγω δωσω, η σαρξ μου εστιν, ην εγω δωσω υπερ της του κοσμου ζωης.	egō eimi o artos o zōn o ek tou ouranou katabas ean tis phagē ek toutou tou artou, zēsetai eis ton aiōna. kai o artos de on egō dōsō, ē sarx mou estin, ēn egō dōsō uper tēs tou kosmou zōēs.
joh|6|52|	Εμαχοντο ουν προς αλληλους οι Ιουδαιοι λεγοντες πως δυναται ουτος ημιν δουναι την σαρκα φαγειν?	emachonto oun pros allēlous oi ioudaioi legontes pōs dunatai outos ēmin dounai tēn sarka phagein?
joh|6|53|	ειπεν ουν αυτοις ο Ιησους αμην αμην λεγω υμιν, εαν μη φαγητε την σαρκα του υιου του ανθρωπου και πιητε αυτου το αιμα, ουκ εχετε ζωην εν εαυτοις.	eipen oun autois o iēsous amēn amēn legō umin, ean mē phagēte tēn sarka tou uiou tou anthrōpou kai piēte autou to aima, ouk echete zōēn en eautois.
joh|6|54|	ο τρωγων μου την σαρκα και πινων μου το αιμα εχει ζωην αιωνιον, και εγω αναστησω αυτον εν τη εσχατη ημερα.	o trōgōn mou tēn sarka kai pinōn mou to aima echei zōēn aiōnion, kai egō anastēsō auton en tē eschatē ēmera.
joh|6|55|	η γαρ σαρξ μου αληθως εστι βρωσις, και το αιμα μου αληθως εστι ποσις.	ē gar sarx mou alēthōs esti brōsis, kai to aima mou alēthōs esti posis.
joh|6|56|	ο τρωγων μου την σαρκα και πινων μου το αιμα εν εμοι μενει, καγω εν αυτω.	o trōgōn mou tēn sarka kai pinōn mou to aima en emoi menei, kagō en autō.
joh|6|57|	καθως απεστειλε με ο ζων πατηρ καγω ζω δια τον πατερα, και ο τρωγων με κακεινος ζησεται δι εμε.	kathōs apesteile me o zōn patēr kagō zō dia ton patera, kai o trōgōn me kakeinos zēsetai di eme.
joh|6|58|	ουτος εστιν ο αρτος ο εκ του ουρανου καταβας, ου καθως εφαγον οι πατερες υμων το μαννα και απεθανον ο τρωγων τουτον τον αρτον ζησεται εις τον αιωνα.	outos estin o artos o ek tou ouranou katabas, ou kathōs ephagon oi pateres umōn to manna kai apethanon o trōgōn touton ton arton zēsetai eis ton aiōna.
joh|6|59|	Ταυτα ειπεν εν συναγωγη διδασκων εν Καπερναουμ.	tauta eipen en sunagōgē didaskōn en kapernaoum.
joh|6|60|	Πολλοι ουν ακουσαντες εκ των μαθητων αυτου ειπον σκληρος εστιν ουτος ο λογος τις δυναται αυτου ακουειν?	polloi oun akousantes ek tōn mathētōn autou eipon sklēros estin outos o logos tis dunatai autou akouein?
joh|6|61|	ειδως δε ο Ιησους εν εαυτω οτι γογγυζουσι περι τουτου οι μαθηται αυτου, ειπεν αυτοις τουτο υμας σκανδαλιζει?	eidōs de o iēsous en eautō oti gogguzousi peri toutou oi mathētai autou, eipen autois touto umas skandalizei?
joh|6|62|	εαν ουν θεωρητε τον υιον του ανθρωπου αναβαινοντα οπου ην το προτερον?	ean oun theōrēte ton uion tou anthrōpou anabainonta opou ēn to proteron?
joh|6|63|	το πνευμα εστι το ζωοποιουν, η σαρξ ουκ ωφελει ουδεν τα ρηματα α εγω λαλω υμιν, πνευμα εστι και ζωη εστιν.	to pneuma esti to zōopoioun, ē sarx ouk ōphelei ouden ta rēmata a egō lalō umin, pneuma esti kai zōē estin.
joh|6|64|	αλλ εισιν εξ υμων τινες οι ου πιστευουσιν. ηδει γαρ εξ αρχης ο Ιησους τινες εισιν οι μη πιστευοντες και τις εστιν ο παραδωσων αυτον.	all eisin ex umōn tines oi ou pisteuousin. ēdei gar ex archēs o iēsous tines eisin oi mē pisteuontes kai tis estin o paradōsōn auton.
joh|6|65|	και ελεγε δια τουτο ειρηκα υμιν οτι ουδεις δυναται ελθειν προς με, εαν μη η δεδομενον αυτω εκ του πατρος μου.	kai elege dia touto eirēka umin oti oudeis dunatai elthein pros me, ean mē ē dedomenon autō ek tou patros mou.
joh|6|66|	Εκ τουτου πολλοι απηλθον εκ των μαθητων αυτου εις τα οπισω και ουκετι μετ αυτου περιεπατουν.	ek toutou polloi apēlthon ek tōn mathētōn autou eis ta opisō kai ouketi met autou periepatoun.
joh|6|67|	ειπεν ουν ο Ιησους τοις δωδεκα μη και υμεις θελετε υπαγειν?	eipen oun o iēsous tois dōdeka mē kai umeis thelete upagein?
joh|6|68|	απεκριθη ουν αυτω Σιμων Πετρος Κυριε, προς τινα απελευσομεθα? ρηματα ζωης αιωνιου εχεις	apekrithē oun autō simōn petros kurie, pros tina apeleusometha? rēmata zōēs aiōniou echeis
joh|6|69|	και ημεις πεπιστευκαμεν και εγνωκαμεν οτι συ ει ο Χριστος ο υιος του Θεου του ζωντος.	kai ēmeis pepisteukamen kai egnōkamen oti su ei o christos o uios tou theou tou zōntos.
joh|6|70|	απεκριθη αυτοις ο Ιησους ουκ εγω υμας τους δωδεκα εξελεξαμην? και εξ υμων εις διαβολος εστιν.	apekrithē autois o iēsous ouk egō umas tous dōdeka exelexamēn? kai ex umōn eis diabolos estin.
joh|6|71|	ελεγε δε τον Ιουδαν Σιμωνος Ισκαριωτην ουτος γαρ εμελλεν αυτον παραδιδοναι, εις ων εκ των δωδεκα.	elege de ton ioudan simōnos iskariōtēn outos gar emellen auton paradidonai, eis ōn ek tōn dōdeka.
joh|7|1|	Και περιεπατει ο Ιησους μετα ταυτα εν τη Γαλιλαια ου γαρ ηθελεν εν τη Ιουδαια περιπατειν, οτι εζητουν αυτον οι Ιουδαιοι αποκτειναι.	kai periepatei o iēsous meta tauta en tē galilaia ou gar ēthelen en tē ioudaia peripatein, oti ezētoun auton oi ioudaioi apokteinai.
joh|7|2|	ην δε εγγυς η εορτη των Ιουδαιων η σκηνοπηγια.	ēn de eggus ē eortē tōn ioudaiōn ē skēnopēgia.
joh|7|3|	ειπον ουν προς αυτον οι αδελφοι αυτου μεταβηθι εντευθεν και υπαγε εις την Ιουδαιαν, ινα και οι μαθηται σου θεωρησωσι τα εργα σου α ποιεις	eipon oun pros auton oi adelphoi autou metabēthi enteuthen kai upage eis tēn ioudaian, ina kai oi mathētai sou theōrēsōsi ta erga sou a poieis
joh|7|4|	ουδεις γαρ εν κρυπτω τι ποιει και ζητει αυτος εν παρρησια ειναι. ει ταυτα ποιεις, φανερωσον σεαυτον τω κοσμω.	oudeis gar en kruptō ti poiei kai zētei autos en parrēsia einai. ei tauta poieis, phanerōson seauton tō kosmō.
joh|7|5|	ουδε γαρ οι αδελφοι αυτου επιστευον εις αυτον.	oude gar oi adelphoi autou episteuon eis auton.
joh|7|6|	λεγει ουν αυτοις ο Ιησους ο καιρος ο εμος ουπω παρεστιν, ο δε καιρος ο υμετερος παντοτε εστιν ετοιμος.	legei oun autois o iēsous o kairos o emos oupō parestin, o de kairos o umeteros pantote estin etoimos.
