mat|1|1|	Βιβλος γενεσεως Ιησου Χριστου, υιου Δαυιδ υιου Αβρααμ.
act|21|31|	ζητουντων δε αυτον αποκτειναι ανεβη φασις τω χιλιαρχω της σπειρης οτι ολη συγκεχυται Ιερουσαλημ
act|21|32|	ος εξαυτης παραλαβων στρατιωτας και εκατονταρχους κατεδραμεν επ αυτους. οι δε ιδοντες τον χιλιαρχον και τους στρατιωτας επαυσαντο τυπτοντες τον Παυλον.
act|21|33|	εγγισας δε ο χιλιαρχος επελαβετο αυτου και εκελευσε δεθηναι αλυσεσι δυσι, και επυνθανετο τις αν ειη και τι εστι πεποιηκως.
act|21|34|	αλλοι δε αλλο τι εβοων εν τω οχλω μη δυναμενος δε γνωναι το ασφαλες δια τον θορυβον, εκελευσεν αγεσθαι αυτον εις την παρεμβολην.
act|21|35|	οτε δε εγενετο επι τους αναβαθμους, συνεβη βασταζεσθαι αυτον υπο των στρατιωτων δια την βιαν του οχλου
act|21|36|	ηκολουθει γαρ το πληθος του λαου κραζον αιρε αυτον.
act|21|37|	Μελλων τε εισαγεσθαι εις την παρεμβολην ο Παυλος λεγει τω χιλιαρχω ει εξεστι μοι ειπειν τι προς σε? ο δε εφη Ελληνιστι γινωσκεις?
act|21|38|	ουκ αρα συ ει ο Αιγυπτιος ο προ τουτων των ημερων αναστατωσας και εξαγαγων εις την ερημον τους τετρακισχιλιους ανδρας των σικαριων?
act|21|39|	ειπε δε ο Παυλος εγω ανθρωπος μεν ειμι Ιουδαιος Ταρσευς, της Κιλικιας ουκ ασημου πολεως πολιτης δεομαι δε σου, επιτρεψον μοι λαλησαι προς τον λαον.
act|21|40|	επιτρεψαντος δε αυτου ο Παυλος εστως επι των αναβαθμων κατεσεισε τη χειρι τω λαω πολλης δε σιγης γενομενης προσεφωνησε τη Εβραιδι διαλεκτω λεγων
act|22|1|	Ανδρες αδελφοι και πατερες, ακουσατε μου της προς υμας νυνι απολογιας.
act|22|2|	ακουσαντες δε οτι τη Εβραιδι διαλεκτω προσεφωνει αυτοις, μαλλον παρεσχον ησυχιαν.
act|22|3|	και φησιν εγω μεν ειμι ανηρ Ιουδαιος, γεγεννημενος εν Ταρσω της Κιλικιας, ανατεθραμμενος δε εν τη πολει ταυτη παρα τους ποδας Γαμαλιηλ, πεπαιδευμενος κατα ακριβειαν του πατρωου νομου, ζηλωτης υπαρχων του Θεου καθως παντες υμεις εστε σημερον.
act|22|4|	ος ταυτην την οδον εδιωξα αχρι θανατου, δεσμευων και παραδιδους εις φυλακας ανδρας τε και γυναικας,
act|22|5|	ως και ο αρχιερευς μαρτυρει μοι και παν το πρεσβυτεριον παρ ων και επιστολας δεξαμενος προς τους αδελφους εις Δαμασκον επορευομην αξων και τους εκεισε οντας δεδεμενους εις Ιερουσαλημ ινα τιμωρηθωσιν.
act|22|6|	Εγενετο δε μοι πορευομενω και εγγιζοντι τη Δαμασκω περι μεσημβριαν εξαιφνης εκ του ουρανου περιαστραψαι φως ικανον περι εμε,
act|22|7|	επεσον τε εις το εδαφος και ηκουσα φωνης λεγουσης μοι Σαουλ Σαουλ, τι με διωκεις?
act|22|8|	εγω δε απεκριθην τις ει, Κυριε? ειπε τε προς με εγω ειμι Ιησους ο Ναζωραιος ον συ διωκεις.
act|22|9|	οι δε συν εμοι οντες το μεν φως εθεασαντο και εμφοβοι εγενοντο, την δε φωνην ουκ ηκουσαν του λαλουντος μοι.
act|22|10|	ειπον δε τι ποιησω, Κυριε? ο δε Κυριος ειπε προς με αναστας πορευου εις Δαμασκον, κακει σοι λαληθησεται περι παντων ων τετακται σοι ποιησαι.
act|22|11|	ως δε ουκ ενεβλεπον απο της δοξης του φωτος εκεινου, χειραγωγουμενος υπο των συνοντων μοι ηλθον εις Δαμασκον.
act|22|12|	Ανανιας δε τις, ανηρ ευσεβης κατα τον νομον, μαρτυρουμενος υπο παντων των κατοικουντων εν Δαμασκω Ιουδαιων,
act|22|13|	ελθων προς με και επιστας ειπε μοι Σαουλ αδελφε, αναβλεψον. καγω αυτη τη ωρα ανεβλεψα εις αυτον.
act|22|14|	ο δε ειπεν ο Θεος των πατερων ημων προεχειρισατο σε γνωναι το θελημα αυτου και ιδειν τον δικαιον και ακουσαι φωνην εκ του στοματος αυτου,
act|22|15|	οτι εση μαρτυς αυτω προς παντας ανθρωπους ων εωρακας και ηκουσας.
act|22|16|	και νυν τι μελλεις? αναστας βαπτισαι και απολουσαι τας αμαρτιας σου, επικαλεσαμενος το ονομα του Κυριου.
act|22|17|	Εγενετο δε μοι υποστρεψαντι εις Ιερουσαλημ και προσευχομενου μου εν τω ιερω γενεσθαι με εν εκστασει και ιδειν αυτον λεγοντα μοι
act|22|18|	σπευσον και εξελθε εν ταχει εξ Ιερουσαλημ, διοτι ου παραδεξονται σου την μαρτυριαν περι εμου.
act|22|19|	καγω ειπον Κυριε, αυτοι επιστανται οτι εγω ημην φυλακιζων και δερων κατα τας συναγωγας τους πιστευοντας επι σε
act|22|20|	και οτε εξεχειτο το αιμα Στεφανου του μαρτυρος σου, και αυτος ημην εφεστως και συνευδοκων τη αναιρεσει αυτου και φυλασσων τα ιματια των αναιρουντων αυτον.
act|22|21|	και ειπε προς με πορευου, οτι εγω εις εθνη μακραν εξαποστελω σε.
act|22|22|	Ηκουον δε αυτου αχρι τουτου του λογου, και επηραν την φωνην αυτων λεγοντες αιρε απο της γης τον τοιουτον ου γαρ καθηκεν αυτον ζην.
act|22|23|	κραυγαζοντων δε αυτων και ριπτοντων τα ιματια και κονιορτον βαλλοντων εις τον αερα,
act|22|24|	εκελευσεν αυτον ο χιλιαρχος αγεσθαι εις την παρεμβολην, ειπων μαστιξιν ανεταζεσθαι αυτον, ινα επιγνω δι ην αιτιαν ουτως επεφωνουν αυτω.
act|22|25|	ως δε προετειναν αυτον τοις ιμασιν, ειπε προς τον εστωτα εκατονταρχον ο Παυλος ει ανθρωπον Ρωμαιον και ακατακριτον εξεστιν υμιν μαστιζειν?
act|22|26|	ακουσας δε ο εκατονταρχος, προσελθων απηγγειλε τω χιλιαρχω λεγων ορα τι μελλεις ποιειν ο γαρ ανθρωπος ουτος Ρωμαιος εστι.
act|22|27|	προσελθων δε ο χιλιαρχος ειπεν αυτω λεγε μοι ει συ Ρωμαιος ει. ο δε εφη ναι.
act|22|28|	απεκριθη τε ο χιλιαρχος εγω πολλου κεφαλαιου την πολιτειαν ταυτην εκτησαμην. ο δε Παυλος εφη εγω δε και γεγεννημαι.
act|22|29|	ευθεως ουν απεστησαν απ αυτου οι μελλοντες αυτον ανεταζειν και ο χιλιαρχος δε εφοβηθη επιγνους οτι Ρωμαιος εστι, και οτι ην αυτον δεδεκως.
act|22|30|	Τη δε επαυριον βουλομενος γνωναι το ασφαλες, το τι κατηγορειται παρα των Ιουδαιων, ελυσεν αυτον απο των δεσμων και εκελευσεν ελθειν τους αρχιερεις και ολον το συνεδριον αυτων, και καταγαγων τον Παυλον εστησεν εις αυτους.
act|23|1|	Ατενισας δε ο Παυλος τω συνεδριω ειπεν ανδρες αδελφοι, εγω παση συνειδησει αγαθη πεπολιτευμαι τω Θεω αχρι ταυτης της ημερας.
act|23|2|	ο δε αρχιερευς Ανανιας επεταξε τοις παρεστωσιν αυτω τυπτειν αυτου το στομα.
act|23|3|	τοτε ο Παυλος προς αυτον ειπε τυπτειν σε μελλει ο Θεος, τοιχε κεκονιαμενε και συ καθη κρινων με κατα τον νομον, και παρανομων κελευεις με τυπτεσθαι!
act|23|4|	οι δε παρεστωτες ειπον τον αρχιερεα του Θεου λοιδορεις?
act|23|5|	εφη τε ο Παυλος ουκ ηδειν, αδελφοι, οτι εστιν αρχιερευς γεγραπται γαρ αρχοντα του λαου σου ουκ ερεις κακως.
act|23|6|	γνους δε ο Παυλος οτι το εν μερος εστι Σαδδουκαιων, το δε ετερον Φαρισαιων, εκραξεν εν τω συνεδριω ανδρες αδελφοι, εγω Φαρισαιος ειμι, υιος Φαρισαιου περι ελπιδος και αναστασεως νεκρων εγω κρινομαι.
act|23|7|	τουτο δε αυτου λαλησαντος εγενετο στασις των Φαρισαιων και των Σαδδουκαιων, και εσχισθη το πληθος.
act|23|8|	Σαδδουκαιοι μεν γαρ λεγουσι μη ειναι αναστασιν μητε αγγελον μητε πνευμα, Φαρισαιοι δε ομολογουσι τα αμφοτερα.
act|23|9|	εγενετο δε κραυγη μεγαλη, και ανασταντες οι γραμματεις του μερους των Φαρισαιων διεμαχοντο λεγοντες ουδεν κακον ευρισκομεν εν τω ανθρωπω τουτω ει δε πνευμα ελαλησεν αυτω η αγγελος, μη θεομαχωμεν.
act|23|10|	πολλης δε γενομενης στασεως ευλαβηθεις ο χιλιαρχος μη διασπασθη ο Παυλος υπ αυτων, εκελευσε το στρατευμα καταβηναι και αρπασαι αυτον εκ μεσου αυτων αγειν τε εις την παρεμβολην.
act|23|11|	Τη δε επιουση νυκτι επιστας αυτω ο Κυριος ειπε θαρσει, Παυλε ως γαρ διεμαρτυρω τα περι εμου εις Ιερουσαλημ, ουτω σε δει και εις Ρωμην μαρτυρησαι.
act|23|12|	Γενομενης δε ημερας ποιησαντες τινες των Ιουδαιων συστροφην ανεθεματισαν εαυτους, λεγοντες μητε φαγειν μητε πιειν εως ου αποκτεινωσι τον Παυλον.
act|23|13|	ησαν δε πλειους τεσσαρακοντα οι ταυτην την συνωμοσιαν πεποιηκοτες
act|23|14|	οιτινες προσελθοντες τοις αρχιερευσι και τοις πρεσβυτεροις ειπον αναθεματι ανεθεματισαμεν εαυτους μηδενος γευσασθαι εως ου αποκτεινωμεν τον Παυλον.
act|23|15|	νυν ουν υμεις εμφανισατε τω χιλιαρχω συν τω συνεδριω, οπως αυριον αυτον καταγαγη προς υμας, ως μελλοντας διαγινωσκειν ακριβεστερον τα περι αυτου ημεις δε προ του εγγισαι αυτον ετοιμοι εσμεν του ανελειν αυτον.
act|23|16|	ακουσας δε ο υιος της αδελφης Παυλου το ενεδρον, παραγενομενος και εισελθων εις την παρεμβολην απηγγειλε τω Παυλω.
act|23|17|	προσκαλεσαμενος δε ο Παυλος ενα των εκατονταρχων εφη τον νεανιαν τουτον απαγαγε προς τον χιλιαρχον εχει γαρ τι απαγγειλαι αυτω.
act|23|18|	ο μεν ουν παραλαβων αυτον ηγαγε προς τον χιλιαρχον και φησιν ο δεσμιος Παυλος προσκαλεσαμενος με ηρωτησε τουτον τον νεανιαν αγαγειν προς σε, εχοντα τι λαλησαι σοι.
act|23|19|	επιλαβομενος δε της χειρος αυτου ο χιλιαρχος και αναχωρησας κατ ιδιαν επυνθανετο, τι εστιν ο εχεις απαγγειλαι μοι?
act|23|20|	ειπε δε οτι οι Ιουδαιοι συνεθεντο του ερωτησαι σε οπως αυριον εις το συνεδριον καταγαγης τον Παυλον, ως μελλοντων τι ακριβεστερον πυνθανεσθαι περι αυτου.
act|23|21|	συ ουν μη πεισθης αυτοις ενεδρευουσι γαρ αυτον εξ αυτων ανδρες πλειους τεσσαρακοντα, οιτινες ανεθεματισαν εαυτους μητε φαγειν μητε πιειν εως ου ανελωσιν αυτον, και νυν ετοιμοι εισι προσδεχομενοι την απο σου επαγγελιαν.
act|23|22|	ο μεν ουν χιλιαρχος απελυσε τον νεανιαν, παραγγειλας μηδενι εκλαλησαι οτι ταυτα ενεφανισας προς με.
act|23|23|	Και προσκαλεσαμενος δυο τινας των εκατονταρχων ειπεν ετοιμασατε στρατιωτας διακοσιους οπως πορευθωσιν εως Καισαρειας, και ιππεις εβδομηκοντα και δεξιολαβους διακοσιους, απο τριτης ωρας της νυκτος,
act|23|24|	κτηνη τε παραστησαι, ινα επιβιβασαντες τον Παυλον διασωσωσι προς Φηλικα τον ηγεμονα,
act|23|25|	γραψας επιστολην περιεχουσαν τον τυπον τουτον
act|23|26|	Κλαυδιος Λυσιας τω κρατιστω ηγεμονι Φηλικι χαιρειν.
act|23|27|	τον ανδρα τουτον συλληφθεντα υπο των Ιουδαιων και μελλοντα αναιρεισθαι υπ αυτων επιστας συν τω στρατευματι εξειλομην αυτον, μαθων οτι Ρωμαιος εστι.
act|23|28|	βουλομενος δε γνωναι την αιτιαν δι ην ενεκαλουν αυτω, κατηγαγον αυτον εις το συνεδριον αυτων
act|23|29|	ον ευρον εγκαλουμενον περι ζητηματων του νομου αυτων, μηδεν δε αξιον θανατου η δεσμων εγκλημα εχοντα.
act|23|30|	μηνυθεισης δε μοι επιβουλης εις τον ανδρα μελλειν εσεσθαι υπο των Ιουδαιων, εξαυτης επεμψα προς σε, παραγγειλας και τοις κατηγοροις λεγειν τα προς αυτον επι σου. ερρωσο.
act|23|31|	Οι μεν ουν στρατιωται κατα το διατεταγμενον αυτοις αναλαβοντες τον Παυλον ηγαγον δια της νυκτος εις την Αντιπατριδα,
act|23|32|	τη δε επαυριον εασαντες τους ιππεις πορευεσθαι συν αυτω, υπεστρεψαν εις την παρεμβολην
act|23|33|	οιτινες εισελθοντες εις την Καισαρειαν και αναδοντες την επιστολην τω ηγεμονι παρεστησαν και τον Παυλον αυτω.
act|23|34|	αναγνους δε ο ηγεμων και επερωτησας εκ ποιας επαρχιας εστι, και πυθομενος οτι απο Κιλικιας,
act|23|35|	διακουσομαι σου, εφη, οταν και οι κατηγοροι σου παραγενωνται εκελευσε τε αυτον εν τω πραιτωριω του Ηρωδου φυλασσεσθαι.
act|24|1|	Μετα δε πεντε ημερας κατεβη ο αρχιερευς Ανανιας μετα των πρεσβυτερων και ρητορος Τερτυλλου τινος, οιτινες ενεφανισαν τω ηγεμονι κατα του Παυλου.
act|24|2|	κληθεντος δε αυτου ηρξατο κατηγορειν ο Τερτυλλος λεγων
act|24|3|	πολλης ειρηνης τυγχανοντες δια σου και κατορθωματων γινομενων τω εθνει τουτω δια της σης προνοιας, παντη τε και πανταχου αποδεχομεθα, κρατιστε Φηλιξ, μετα πασης ευχαριστιας.
act|24|4|	ινα δε μη επι πλειον σε εγκοπτω, παρακαλω ακουσαι σε ημων συντομως τη ση επιεικεια.
act|24|5|	ευροντες γαρ τον ανδρα τουτον λοιμον και κινουντα στασιν πασι τοις Ιουδαιοις τοις κατα την οικουμενην, πρωτοστατην τε της των Ναζωραιων αιρεσεως,
act|24|6|	ος και το ιερον επειρασε βεβηλωσαι, ον και εκρατησαμεν και κατα τον ημετερον νομον ηθελησαμεν κρινειν
act|24|7|	παρελθων δε Λυσιας ο χιλιαρχος μετα πολλης βιας εκ των χειρων ημων απηγαγε,
act|24|8|	κελευσας τους κατηγορους αυτου ερχεσθαι επι σε παρ ου δυνηση αυτος ανακρινας περι παντων τουτων επιγνωναι ων ημεις κατηγορουμεν αυτου.
act|24|9|	συνεπεθεντο δε και οι Ιουδαιοι φασκοντες ταυτα ουτως εχειν.
act|24|10|	Απεκριθη δε ο Παυλος, νευσαντος αυτω του ηγεμονος λεγειν εκ πολλων ετων οντα σε κριτην τω εθνει τουτω επισταμενος ευθυμοτερον τα περι εμαυτου απολογουμαι,
act|24|11|	δυναμενου σου γνωναι οτι ου πλειους εισι μοι ημεραι δεκαδυο αφ ης ανεβην προσκυνησων εις Ιερουσαλημ
act|24|12|	και ουτε εν τω ιερω ευρον με προς τινα διαλεγομενον η επισυστασιν ποιουντα οχλου, ουτε εν ταις συναγωγαις ουτε κατα την πολιν
act|24|13|	ουτε παραστησαι δυνανται περι ων νυν κατηγορουσι μου.
act|24|14|	ομολογω δε τουτο σοι, οτι κατα την οδον ην λεγουσιν αιρεσιν ουτω λατρευω τω πατρωω Θεω, πιστευων πασι τοις κατα τον νομον και τοις εν τοις προφηταις γεγραμμενοις,
act|24|15|	ελπιδα εχων εις τον Θεον ην και αυτοι ουτοι προσδεχονται, αναστασιν μελλειν εσεσθαι νεκρων, δικαιων τε και αδικων
act|24|16|	εν τουτω δε και αυτος ασκω απροσκοπον συνειδησιν εχειν προς τον Θεον και τους ανθρωπους δια παντος.
act|24|17|	δι ετων δε πλειονων παρεγενομην ελεημοσυνας ποιησων εις το εθνος μου και προσφορας
act|24|18|	εν οις ευρον με ηγνισμενον εν τω ιερω, ου μετα οχλου ουδε μετα θορυβου, τινες απο της Ασιας Ιουδαιοι,
act|24|19|	ους εδει επι σου παρειναι και κατηγορειν ει τι εχοιεν προς με.
act|24|20|	η αυτοι ουτοι ειπατωσαν τι ευρον εν εμοι αδικημα σταντος μου επι του συνεδριου,
act|24|21|	η περι μιας ταυτης φωνης ης εκραξα εστως εν αυτοις, οτι περι αναστασεως νεκρων εγω κρινομαι σημερον υφ υμων.
act|24|22|	Ακουσας δε ταυτα ο Φηλιξ ανεβαλετο αυτους, ακριβεστερον ειδως τα περι της οδου, ειπων οταν Λυσιας ο χιλιαρχος καταβη, διαγνωσομαι τα καθ υμας,
act|24|23|	διαταξαμενος τε τω εκατονταρχη τηρεισθαι τον Παυλον εχειν τε ανεσιν και μηδενα κωλυειν των ιδιων αυτου υπηρετειν η προσερχεσθαι αυτω.
act|24|24|	Μετα δε ημερας τινας παραγενομενος ο Φηλιξ συν Δρουσιλλη τη γυναικι αυτου, ουση Ιουδαια, μετεπεμψατο τον Παυλον και ηκουσεν αυτου περι της εις Χριστον πιστεως.
act|24|25|	διαλεγομενου δε αυτου περι δικαιοσυνης και εγκρατειας και του κριματος του μελλοντος εσεσθαι, εμφοβος γενομενος ο Φηλιξ απεκριθη το νυν εχον πορευου, καιρον δε μεταλαβων μετακαλεσομαι σε,
act|24|26|	αμα δε και ελπιζων οτι χρηματα δοθησεται αυτω υπο του Παυλου οπως λυση αυτον διο και πυκνοτερον αυτον μεταπεμπομενος ωμιλει αυτω.
act|24|27|	Διετιας δε πληρωθεισης ελαβε διαδοχον ο Φηλιξ Πορκιον Φηστον θελων δε χαριν καταθεσθαι τοις Ιουδαιοις ο Φηλιξ κατελιπε τον Παυλον δεδεμενον.
act|25|1|	Φηστος ουν επιβας τη επαρχια μετα τρεις ημερας ανεβη εις Ιεροσολυμα απο Καισαρειας
act|25|2|	ενεφανισαν δε αυτω ο αρχιερευς και οι πρωτοι των Ιουδαιων κατα του Παυλου, και παρεκαλουν αυτον,
act|25|3|	αιτουμενοι χαριν κατ αυτου, οπως μεταπεμψηται αυτον εις Ιερουσαλημ, ενεδραν ποιουντες ανελειν αυτον κατα την οδον.
act|25|4|	ο μεν ουν Φηστος απεκριθη τηρεισθαι τον Παυλον εν Καισαρεια, εαυτον δε μελλειν εν ταχει εκπορευεσθαι
act|25|5|	οι ουν δυνατοι εν υμιν, φησι, συγκαταβαντες, ει τι εστιν εν τω ανδρι τουτω, κατηγορειτωσαν αυτου.
act|25|6|	Διατριψας δε εν αυτοις ημερας πλειους η δεκα, καταβας εις Καισαρειαν, τη επαυριον καθισας επι του βηματος εκελευσε τον Παυλον αχθηναι.
act|25|7|	παραγενομενου δε αυτου περιεστησαν οι απο Ιεροσολυμων καταβεβηκοτες Ιουδαιοι, πολλα και βαρεα αιτιωματα φεροντες κατα του Παυλου, α ουκ ισχυον αποδειξαι,
act|25|8|	απολογουμενου αυτου οτι ουτε εις τον νομον των Ιουδαιων ουτε εις το ιερον ουτε εις Καισαρα τι ημαρτον.
act|25|9|	ο Φηστος δε θελων τοις Ιουδαιοις χαριν καταθεσθαι, αποκριθεις τω Παυλω ειπε θελεις εις Ιερουσαλημ αναβας εκει περι τουτων κρινεσθαι επ εμου?
act|25|10|	ειπε δε ο Παυλος επι του βηματος Καισαρος εστως ειμι, ου με δει κρινεσθαι. Ιουδαιους ουδεν ηδικησα, ως και συ καλλιον επιγινωσκεις
act|25|11|	ει μεν γαρ αδικω και αξιον θανατου πεπραχα τι, ου παραιτουμαι το αποθανειν ει δε ουδεν εστιν ων ουτοι κατηγορουσι μου, ουδεις με δυναται αυτοις χαρισασθαι Καισαρα επικαλουμαι.
act|25|12|	τοτε ο Φηστος συλλαλησας μετα του συμβουλιου απεκριθη Καισαρα επικεκλησαι, επι Καισαρα πορευση.
act|25|13|	Ημερων δε διαγενομενων τινων Αγριππας ο βασιλευς και Βερενικη κατηντησαν εις Καισαρειαν ασπασομενοι τον Φηστον.
act|25|14|	ως δε πλειους ημερας διετριβον εκει, ο Φηστος τω βασιλει ανεθετο τα κατα τον Παυλον λεγων ανηρ τις εστι καταλελειμμενος υπο Φηλικος δεσμιος,
act|25|15|	περι ου γενομενου μου εις Ιεροσολυμα ενεφανισαν οι αρχιερεις και οι πρεσβυτεροι των Ιουδαιων αιτουμενοι κατ αυτου δικην
act|25|16|	προς ους απεκριθην οτι ουκ εστιν εθος Ρωμαιοις χαριζεσθαι τινα ανθρωπον εις απωλειαν πριν η ο κατηγορουμενος κατα προσωπον εχοι τους κατηγορους τοπον τε απολογιας λαβοι περι του εγκληματος.
act|25|17|	συνελθοντων ουν αυτων ενθαδε αναβολην μηδεμιαν ποιησαμενος τη εξης καθισας επι του βηματος εκελευσα αχθηναι τον ανδρα
act|25|18|	περι ου σταθεντες οι κατηγοροι ουδεμιαν αιτιαν επεφερον ων υπενοουν εγω,
act|25|19|	ζητηματα δε τινα περι της ιδιας δεισιδαιμονιας ειχον προς αυτον και περι τινος Ιησου τεθνηκοτος, ον εφασκεν ο Παυλος ζην.
act|25|20|	απορουμενος δε εγω την περι τουτου ζητησιν ελεγον ει βουλοιτο πορευεσθαι εις Ιεροσολυμα κακει κρινεσθαι περι τουτων.
act|25|21|	του δε Παυλου επικαλεσαμενου τηρηθηναι αυτον εις την του Σεβαστου διαγνωσιν, εκελευσα τηρεισθαι αυτον εως ου πεμψω αυτον προς Καισαρα.
act|25|22|	Αγριππας δε προς τον Φηστον εφη εβουλομην και αυτος του ανθρωπου ακουσαι. ο δε, αυριον, φησιν, ακουση αυτου.
act|25|23|	Τη ουν επαυριον ελθοντος του Αγριππα και της Βερενικης μετα πολλης φαντασιας και εισελθοντων εις το ακροατηριον συν τε τοις χιλιαρχοις και ανδρασι τοις κατ εξοχην ουσι της πολεως, και κελευσαντος του Φηστου ηχθη ο Παυλος.
act|25|24|	και φησιν ο Φηστος Αγριππα βασιλευ και παντες οι συμπαροντες ημιν ανδρες, θεωρειτε τουτον περι ου παν το πληθος των Ιουδαιων ενετυχον μοι εν τε Ιεροσολυμοις και ενθαδε, επιβοωντες μη δειν ζην αυτον μηκετι.
act|25|25|	εγω δε καταλαβομενος μηδεν αξιον θανατου αυτον πεπραχεναι, και αυτου δε τουτου επικαλεσαμενου τον Σεβαστον, εκρινα πεμπειν αυτον.
act|25|26|	περι ου ασφαλες τι γραψαι τω κυριω ουκ εχω διο προηγαγον αυτον εφ υμων και μαλιστα επι σου, βασιλευ Αγριππα, οπως της ανακρισεως γενομενης σχω τι γραψαι.
act|25|27|	αλογον γαρ μοι δοκει πεμποντα δεσμιον μη και τας κατ αυτου αιτιας σημαναι.
act|26|1|	Αγριππας δε προς τον Παυλον εφη επιτρεπεται σοι υπερ σεαυτου λεγειν. τοτε ο Παυλος εκτεινας την χειρα απελογειτο
act|26|2|	περι παντων ων εγκαλουμαι υπο Ιουδαιων, βασιλευ Αγριππα, ηγημαι εμαυτον μακαριον επι σου μελλων απολογεισθαι σημερον,
act|26|3|	μαλιστα γνωστην οντα σε παντων των κατα Ιουδαιους εθων τε και ζητηματων διο δεομαι σου μακροθυμως ακουσαι μου.
act|26|4|	Την μεν ουν βιωσιν μου την εκ νεοτητος την απ αρχης γενομενην εν τω εθνει μου εν Ιεροσολυμοις ισασι παντες οι Ιουδαιοι,
act|26|5|	προγινωσκοντες με ανωθεν, εαν θελωσι μαρτυρειν, οτι κατα την ακριβεστατην αιρεσιν της ημετερας θρησκειας εζησα Φαρισαιος.
act|26|6|	και νυν επ ελπιδι της προς τους πατερας επαγγελιας γενομενης υπο του Θεου εστηκα κρινομενος,
act|26|7|	εις ην το δωδεκαφυλον ημων εν εκτενεια νυκτα και ημεραν λατρευον ελπιζει καταντησαι περι ης ελπιδος εγκαλουμαι, βασιλευ Αγριππα, υπο των Ιουδαιων.
act|26|8|	τι απιστον κρινεται παρ υμιν ει ο Θεος νεκρους εγειρει?
act|26|9|	εγω μεν ουν εδοξα εμαυτω προς το ονομα Ιησου του Ναζωραιου δειν πολλα εναντια πραξαι
act|26|10|	ο και εποιησα εν Ιεροσολυμοις, και πολλους των αγιων εγω εν φυλακαις κατεκλεισα την παρα των αρχιερεων εξουσιαν λαβων, αναιρουμενων τε αυτων κατηνεγκα ψηφον,
act|26|11|	και κατα πασας τας συναγωγας πολλακις τιμωρων αυτους ηναγκαζον βλασφημειν, περισσως τε εμμαινομενος αυτοις εδιωκον εως και εις τας εξω πολεις.
act|26|12|	Εν οις και πορευομενος εις την Δαμασκον μετ εξουσιας και επιτροπης της παρα των αρχιερεων,
act|26|13|	ημερας μεσης κατα την οδον ειδον, βασιλευ, ουρανοθεν υπερ την λαμπροτητα του ηλιου περιλαμψαν με φως και τους συν εμοι πορευομενους
act|26|14|	παντων δε καταπεσοντων ημων εις την γην ηκουσα φωνην λαλουσαν προς με και λεγουσαν τη Εβραιδι διαλεκτω Σαουλ Σαουλ, τι με διωκεις? σκληρον σοι προς κεντρα λακτιζειν.
act|26|15|	εγω δε ειπον τις ει, Κυριε? ο δε ειπεν εγω ειμι Ιησους ον συ διωκεις.
act|26|16|	αλλα αναστηθι και στηθι επι τους ποδας σου εις τουτο γαρ ωφθην σοι, προχειρισασθαι σε υπηρετην και μαρτυρα ων τε ειδες ων τε οφθησομαι σοι,
act|26|17|	εξαιρουμενος σε εκ του λαου και των εθνων, εις ους εγω σε αποστελλω
act|26|18|	ανοιξαι οφθαλμους αυτων, του επιστρεψαι απο σκοτους εις φως και της εξουσιας του σατανα επι τον Θεον, του λαβειν αυτους αφεσιν αμαρτιων και κληρον εν τοις ηγιασμενοις πιστει τη εις εμε.
act|26|19|	Οθεν, βασιλευ Αγριππα, ουκ εγενομην απειθης τη ουρανιω οπτασια,
act|26|20|	αλλα τοις εν Δαμασκω πρωτον και Ιεροσολυμοις, εις πασαν τε την χωραν της Ιουδαιας και τοις εθνεσιν απαγγελλω μετανοειν και επιστρεφειν επι τον Θεον, αξια της μετανοιας εργα πρασσοντας.
act|26|21|	ενεκα τουτων με οι Ιουδαιοι συλλαβομενοι εν τω ιερω επειρωντο διαχειρισασθαι.
act|26|22|	επικουριας ουν τυχων της παρα του Θεου αχρι της ημερας ταυτης εστηκα μαρτυρομενος μικρω τε και μεγαλω, ουδεν εκτος λεγων ων τε οι προφηται ελαλησαν μελλοντων γενεσθαι και Μωυσης,
act|26|23|	ει παθητος ο Χριστος, ει πρωτος εξ αναστασεως νεκρων φως μελλει καταγγελλειν τω λαω και τοις εθνεσι.
act|26|24|	Ταυτα δε αυτου απολογουμενου ο Φηστος μεγαλη τη φωνη εφη μαινη, Παυλε τα πολλα σε γραμματα εις μανιαν περιτρεπει.
act|26|25|	ο δε, ου μαινομαι, φησι, κρατιστε Φηστε, αλλα αληθειας και σωφροσυνης ρηματα αποφθεγγομαι.
act|26|26|	επισταται γαρ περι τουτων ο βασιλευς, προς ον και παρρησιαζομενος λαλω λανθανειν γαρ αυτον τι τουτων ου πειθομαι ουδεν ου γαρ εστιν εν γωνια πεπραγμενον τουτο.
act|26|27|	πιστευεις, βασιλευ Αγριππα, τοις προφηταις? οιδα οτι πιστευεις.
act|26|28|	ο δε Αγριππας προς τον Παυλον εφη εν ολιγω με πειθεις Χριστιανον γενεσθαι.
act|26|29|	ο δε Παυλος ειπεν ευξαιμην αν τω Θεω και εν ολιγω και εν πολλω ου μονον σε, αλλα και παντας τους ακουοντας μου σημερον γενεσθαι τοιουτους οποιος καγω ειμι, παρεκτος των δεσμων τουτων.
act|26|30|	Και ταυτα ειποντος αυτου ανεστη ο βασιλευς και ο ηγεμων η τε Βερενικη και οι συγκαθημενοι αυτοις,
