mat|1|1|	biblos geneseōs iēsou christou, uiou dauid uiou abraam.
act|11|11|	kai idou exautēs treis andres epestēsan epi tēn oikian en ē ēmēn, apestalmenoi apo kaisareias pros me.
act|11|12|	eipe de moi to pneuma sunelthein autois mēden diakrinomenon. ēlthon de sun emoi kai oi ex adelphoi outoi, kai eisēlthomen eis ton oikon tou andros.
act|11|13|	apēggeile te ēmin pōs eide ton aggelon en tō oikō autou stathenta kai eiponta autō aposteilon eis ioppēn andras kai metapempsai simōna ton epikaloumenon petron,
act|11|14|	os lalēsei rēmata pros se, en ois sōthēsē su kai pas o oikos sou.
act|11|15|	en de tō arxasthai me lalein epepese to pneuma to agion ep autous ōsper kai eph ēmas en archē.
act|11|16|	emnēsthēn de tou rēmatos kuriou ōs elegen iōannēs men ebaptisen udati, umeis de baptisthēsesthe en pneumati agiō.
act|11|17|	ei oun tēn isēn dōrean edōken autois o theos ōs kai ēmin pisteusasin epi ton kurion iēsoun christon, egō de tis ēmēn dunatos kōlusai ton theon?
act|11|18|	akousantes de tauta ēsuchasan kai edoxazon ton theon legontes ara ge kai tois ethnesin o theos tēn metanoian edōken eis zōēn.
act|11|19|	oi men oun diasparentes apo tēs thlipseōs tēs genomenēs epi stephanō diēlthon eōs phoinikēs kai kuprou kai antiocheias, mēdeni lalountes ton logon ei mē monon ioudaiois.
act|11|20|	ēsan de tines ex autōn andres kuprioi kai kurēnaioi, oitines eiselthontes eis antiocheian elaloun pros tous ellēnistas, euaggelizomenoi ton kurion iēsoun.
act|11|21|	kai ēn cheir kuriou met autōn, polus te arithmos pisteusas epestrepsen epi ton kurion.
act|11|22|	ēkousthē de o logos eis ta ōta tēs ekklēsias tēs en ierosolumois peri autōn, kai exapesteilan barnaban dielthein eōs antiocheias
act|11|23|	os paragenomenos kai idōn tēn charin tou theou echarē, kai parekalei pantas tē prothesei tēs kardias prosmenein tō kuriō,
act|11|24|	oti ēn anēr agathos kai plērēs pneumatos agiou kai pisteōs kai prosetethē ochlos ikanos tō kuriō.
act|11|25|	exēlthe de eis tarson o barnabas anazētēsai saulon, kai eurōn auton ēgagen auton eis antiocheian.
act|11|26|	egeneto de autous eniauton olon sunachthēnai en tē ekklēsia kai didaxai ochlon ikanon, chrēmatisai te prōton en antiocheia tous mathētas christianous.
act|11|27|	en tautais de tais ēmerais katēlthon apo ierosolumōn prophētai eis antiocheian
act|11|28|	anastas de eis ex autōn onomati agabos esēmane dia tou pneumatos limon megan mellein esesthai eph olēn tēn oikoumenēn ostis kai egeneto epi klaudiou kaisaros.
act|11|29|	tōn de mathētōn kathōs ēuporeito tis, ōrisan ekastos autōn eis diakonian pempsai tois katoikousin en tē ioudaia adelphois
act|11|30|	o kai epoiēsan aposteilantes pros tous presbuterous dia cheiros barnaba kai saulou.
act|12|1|	kat ekeinon de ton kairon epebalen ērōdēs o basileus tas cheiras kakōsai tinas tōn apo tēs ekklēsias.
act|12|2|	aneile de iakōbon ton adelphon iōannou machaira.
act|12|3|	kai idōn oti areston esti tois ioudaiois, prosetheto sullabein kai petron ēsan de ai ēmerai tōn azumōn
act|12|4|	on kai piasas etheto eis phulakēn, paradous tessarsi tetradiois stratiōtōn phulassein auton, boulomenos meta to pascha anagagein auton tō laō.
act|12|5|	o men oun petros etēreito en tē phulakē proseuchē de ēn ektenēs ginomenē upo tēs ekklēsias pros ton theon uper autou.
act|12|6|	ote de emellen auton proagein o ērōdēs, tē nukti ekeinē ēn o petros koimōmenos metaxu duo stratiōtōn dedemenos alusesi dusi, phulakes te pro tēs thuras etēroun tēn phulakēn.
act|12|7|	kai idou aggelos kuriou epestē kai phōs elampsen en tō oikēmati pataxas de tēn pleuran tou petrou ēgeiren auton legōn anasta en tachei. kai exepeson autou ai aluseis ek tōn cheirōn.
act|12|8|	eipe te o aggelos pros auton perizōsai kai upodēsai ta sandalia sou. epoiēse de outō. kai legei autō peribalou to imation sou kai akolouthei moi.
act|12|9|	kai exelthōn ēkolouthei autō, kai ouk ēdei oti alēthes esti to ginomenon dia tou aggelou, edokei de orama blepein.
act|12|10|	dielthontes de prōtēn phulakēn kai deuteran ēlthon epi tēn pulēn tēn sidēran tēn pherousan eis tēn polin, ētis automatē ēnoichthē autois, kai exelthontes proēlthon rumēn mian, kai eutheōs apestē o aggelos ap autou.
act|12|11|	kai o petros genomenos en eautō eipe nun oida alēthōs oti exapesteile kurios ton aggelon autou kai exeileto me ek cheiros ērōdou kai pasēs tēs prosdokias tou laou tōn ioudaiōn.
act|12|12|	sunidōn te ēlthen epi tēn oikian marias tēs mētros iōannou tou epikaloumenou markou, ou ēsan ikanoi sunēthroismenoi kai proseuchomenoi.
act|12|13|	krousantos de autou tēn thuran tou pulōnos prosēlthe paidiskē upakousai onomati rodē,
act|12|14|	kai epignousa tēn phōnēn tou petrou, apo tēs charas ouk ēnoixe ton pulōna, eisdramousa de apēggeilen estanai ton petron pro tou pulōnos.
act|12|15|	oi de pros autēn eipon mainē. ē de diischurizeto outōs echein. oi de elegon o aggelos autou estin.
act|12|16|	o de petros epemene krouōn. anoixantes de eidon auton kai exestēsan.
act|12|17|	kataseisas de autois tē cheiri sigan diēgēsato autois pōs o kurios exēgagen auton ek tēs phulakēs, eipe de apaggeilate iakōbō kai tois adelphois tauta. kai exelthōn eporeuthē eis eteron topon.
act|12|18|	genomenēs de ēmeras ēn tarachos ouk oligos en tois stratiōtais, ti ara o petros egeneto.
act|12|19|	ērōdēs de epizētēsas auton kai mē eurōn, anakrinas tous phulakas ekeleusen apachthēnai, kai katelthōn apo tēs ioudaias eis tēn kaisareian dietriben.
act|12|20|	ēn de ērōdēs thumomachōn turiois kai sidōniois omothumadon te parēsan pros auton, kai peisantes blaston ton epi tou koitōnos tou basileōs ētounto eirēnēn, dia to trephesthai autōn tēn chōran apo tēs basilikēs.
act|12|21|	taktē de ēmera o ērōdēs endusamenos esthēta basilikēn kai kathisas epi tou bēmatos edēmēgorei pros autous.
act|12|22|	o de dēmos epephōnei theou phōnē kai ouk anthrōpou.
act|12|23|	parachrēma de epataxen auton aggelos kuriou anth ōn ouk edōke tēn doxan tō theō, kai genomenos skōlēkobrōtos exepsuxen.
act|12|24|	o de logos tou theou ēuxane kai eplēthuneto.
act|12|25|	barnabas de kai saulos upestrepsan ex ierousalēm plērōsantes tēn diakonian, sumparalabontes kai iōannēn ton epiklēthenta markon.
act|13|1|	ēsan de tines en antiocheia kata tēn ousan ekklēsian prophētai kai didaskaloi, o te barnabas kai sumeōn o epikaloumenos niger, kai loukios o kurēnaios, manaēn te ērōdou tou tetrarchou suntrophos kai saulos.
act|13|2|	leitourgountōn de autōn tō kuriō kai nēsteuontōn eipe to pneuma to agion aphorisate dē moi ton barnaban kai ton saulon eis to ergon o proskeklēmai autous.
act|13|3|	tote nēsteusantes kai proseuxamenoi kai epithentes autois tas cheiras apelusan.
act|13|4|	outoi men oun ekpemphthentes upo tou pneumatos tou agiou katēlthon eis tēn seleukeian, ekeithen te apepleusan eis tēn kupron,
act|13|5|	kai genomenoi en salamini katēggellon ton logon tou theou en tais sunagōgais tōn ioudaiōn eichon de kai iōannēn upēretēn.
act|13|6|	dielthontes de tēn nēson achri paphou euron tina magon pseudoprophētēn ioudaion ō onoma bariēsous,
act|13|7|	os ēn sun tō anthupatō sergiō paulō, andri sunetō. outos proskalesamenos barnaban kai saulon epezētēsen akousai ton logon tou theou
act|13|8|	anthistato de autois elumas o magos—outō gar methermēneuetai to onoma autou—zētōn diastrepsai ton anthupaton apo tēs pisteōs.
act|13|9|	saulos de, o kai paulos, plēstheis pneumatos agiou kai atenisas pros auton
act|13|10|	eipen ō plērēs pantos dolou kai pasēs radiourgias, uie diabolou, echthre pasēs dikaiosunēs, ou pausē diastrephōn tas odous kuriou tas eutheias?
act|13|11|	kai nun idou cheir kuriou epi se, kai esē tuphlos mē blepōn ton ēlion achri kairou. parachrēma de epesen ep auton achlus kai skotos, kai periagōn ezētei cheiragōgous.
act|13|12|	tote idōn o anthupatos to gegonos episteusen, ekplēssomenos epi tē didachē tou kuriou.
act|13|13|	anachthentes de apo tēs paphou oi peri ton paulon ēlthon eis pergēn tēs pamphulias iōannēs de apochōrēsas ap autōn upestrepsen eis ierosoluma.
act|13|14|	autoi de dielthontes apo tēs pergēs paregenonto eis antiocheian tēs pisidias, kai eiselthontes eis tēn sunagōgēn tē ēmera tōn sabbatōn ekathisan.
act|13|15|	meta de tēn anagnōsin tou nomou kai tōn prophētōn apesteilan oi archisunagōgoi pros autous legontes andres adelphoi, ei esti logos en umin paraklēseōs pros ton laon, legete.
act|13|16|	anastas de paulos kai kataseisas tē cheiri eipen andres israēlitai kai oi phoboumenoi ton theon, akousate.
act|13|17|	o theos tou laou toutou israēl exelexato tous pateras ēmōn, kai ton laon upsōsen en tē paroikia en gē aiguptō, kai meta brachionos upsēlou exēgagen autous ex autēs,
act|13|18|	kai ōs tessarakontaetē chronon etropophorēsen autous en tē erēmō,
act|13|19|	kai kathelōn ethnē epta en gē chanaan kateklēronomēsen autois tēn gēn autōn.
act|13|20|	kai meta tauta ōs etesi tetrakosiois kai pentēkonta edōke kritas eōs samouēl tou prophētou.
act|13|21|	kakeithen ētēsanto basilea, kai edōken autois o theos ton saoul uion kis, andra ek phulēs beniamin, etē tessarakonta
act|13|22|	kai metastēsas auton ēgeiren autois ton dauid eis basilea, ō kai eipe marturēsas euron dauid ton tou iessai, andra kata tēn kardian mou, os poiēsei panta ta thelēmata mou.
act|13|23|	toutou o theos apo tou spermatos kat epaggelian ēgage tō israēl sōtērian,
act|13|24|	prokēruxantos iōannou pro prosōpou tēs eisodou autou baptisma metanoias panti tō laō israēl.
act|13|25|	ōs de eplērou o iōannēs ton dromon, elege tina me uponoeite einai? ouk eimi egō, all idou erchetai met eme ou ouk eimi axios to upodēma tōn podōn lusai.
act|13|26|	andres adelphoi, uioi genous abraam kai oi en umin phoboumenoi ton theon, umin o logos tēs sōtērias tautēs apestalē.
act|13|27|	oi gar katoikountes en ierousalēm kai oi archontes autōn touton agnoēsantes, kai tas phōnas tōn prophētōn tas kata pan sabbaton anaginōskomenas krinantes eplērōsan,
act|13|28|	kai mēdemian aitian thanatou eurontes ētēsanto pilaton anairethēnai auton.
act|13|29|	ōs de etelesan panta ta peri autou gegrammena, kathelontes apo tou xulou ethēkan eis mnēmeion.
act|13|30|	o de theos ēgeiren auton ek nekrōn
act|13|31|	os ōphthē epi ēmeras pleious tois sunanabasin autō apo tēs galilaias eis ierousalēm, oitines eisi martures autou pros ton laon.
act|13|32|	kai ēmeis umas euaggelizometha tēn pros tous pateras epaggelian genomenēn, oti tautēn o theos ekpeplērōke tois teknois autōn, ēmin, anastēsas iēsoun,
act|13|33|	ōs kai en tō psalmō tō deuterō gegraptai uios mou ei su, egō sēmeron gegennēka se.
act|13|34|	oti de anestēsen auton ek nekrōn mēketi mellonta upostrephein eis diaphthoran, outōs eirēken, oti dōsō umin ta osia dauid ta pista.
act|13|35|	dio kai en eterō legei ou dōseis ton osion sou idein diaphthoran.
act|13|36|	dauid men gar idia genea upēretēsas tē tou theou boulē ekoimēthē kai prosetethē pros tous pateras autou kai eide diaphthoran
act|13|37|	on de o theos ēgeiren, ouk eide diaphthoran.
act|13|38|	gnōston oun estō umin, andres adelphoi, oti dia toutou umin aphesis amartiōn kataggelletai,
act|13|39|	kai apo pantōn ōn ouk ēdunēthēte en tō nomō mōuseōs dikaiōthēnai, en toutō pas o pisteuōn dikaioutai.
act|13|40|	blepete oun mē epelthē eph umas to eirēmenon en tois prophētais
act|13|41|	idete, oi kataphronētai, kai thaumasate kai aphanisthēte, oti ergon egō ergazomai en tais ēmerais umōn, ergon ō ou mē pisteusēte ean tis ekdiēgētai umin.
act|13|42|	exiontōn de autōn ek tēs sunagōgēs tōn ioudaiōn parekaloun ta ethnē eis to metaxu sabbaton lalēthēnai autois ta rēmata tauta.
act|13|43|	lutheisēs de tēs sunagōgēs ēkolouthēsan polloi tōn ioudaiōn kai tōn sebomenōn prosēlutōn tō paulō kai tō barnaba, oitines proslalountes autois epeithon autous prosmenein tē chariti tou theou.
act|13|44|	tō te erchomenō sabbatō schedon pasa ē polis sunēchthē akousai ton logon tou theou.
act|13|45|	idontes de oi ioudaioi tous ochlous eplēsthēsan zēlou kai antelegon tois upo tou paulou legomenois antilegontes kai blasphēmountes.
act|13|46|	parrēsiasamenoi de o paulos kai o barnabas eipon umin ēn anagkaion prōton lalēthēnai ton logon tou theou epeidē de apōtheisthe auton kai ouk axious krinete eautous tēs aiōniou zōēs, idou strephometha eis ta ethnē.
act|13|47|	outō gar entetaltai ēmin o kurios tetheika se eis phōs ethnōn tou einai se eis sōtērian eōs eschatou tēs gēs.
act|13|48|	akouonta de ta ethnē echairon kai edexanto ton logon tou kuriou, kai episteusan osoi ēsan tetagmenoi eis zōēn aiōnion
act|13|49|	diephereto de o logos tou kuriou di olēs tēs chōras.
act|13|50|	oi de ioudaioi parōtrunan tas sebomenas gunaikas kai tas euschēmonas kai tous prōtous tēs poleōs kai epēgeiran diōgmon epi ton paulon kai ton barnaban, kai exebalon autous apo tōn oriōn autōn.
act|13|51|	oi de ektinaxamenoi ton koniorton tōn podōn autōn ep autous ēlthon eis ikonion.
act|13|52|	oi de mathētai eplērounto charas kai pneumatos agiou.
act|14|1|	egeneto de en ikoniō kata to auto eiselthein autous eis tēn sunagōgēn tōn ioudaiōn kai lalēsai outōs ōste pisteusai ioudaiōn te kai ellēnōn polu plēthos.
act|14|2|	oi de apeithountes ioudaioi epēgeiran kai ekakōsan tas psuchas tōn ethnōn kata tōn adelphōn.
act|14|3|	ikanon men oun chronon dietripsan parrēsiazomenoi epi tō kuriō tō marturounti tō logō tēs charitos autou, didonti sēmeia kai terata ginesthai dia tōn cheirōn autōn.
act|14|4|	eschisthē de to plēthos tēs poleōs, kai oi men ēsan sun tois ioudaiois, oi de sun tois apostolois.
act|14|5|	ōs de egeneto ormē tōn ethnōn te kai ioudaiōn sun tois archousin autōn ubrisai kai lithobolēsai autous,
act|14|6|	sunidontes katephugon eis tas poleis tēs lukaonias lustran kai derbēn kai tēn perichōron,
act|14|7|	kakei ēsan euaggelizomenoi.
act|14|8|	kai tis anēr en lustrois adunatos tois posin ekathēto, chōlos ek koilias mētros autou uparchōn, os oudepote peripepatēkei.
act|14|9|	outos ēkouse tou paulou lalountos os atenisas autō kai idōn oti pistin echei tou sōthēnai,
act|14|10|	eipe megalē tē phōnē anastēthi epi tous podas sou orthos. kai ēlato kai periepatei.
act|14|11|	oi de ochloi idontes o epoiēsen o paulos epēran tēn phōnēn autōn lukaonisti legontes oi theoi omoiōthentes anthrōpois katebēsan pros ēmas
act|14|12|	ekaloun te ton men barnaban dia, ton de paulon ermēn, epeidē autos ēn o ēgoumenos tou logou.
act|14|13|	o de iereus tou dios tou ontos pro tēs poleōs autōn, taurous kai stemmata epi tous pulōnas enegkas, sun tois ochlois ēthele thuein.
act|14|14|	akousantes de oi apostoloi barnabas kai paulos, diarrēxantes ta imatia autōn eisepēdēsan eis ton ochlon krazontes
act|14|15|	kai legontes andres, ti tauta poieite? kai ēmeis omoiopatheis esmen umin anthrōpoi, euaggelizomenoi umas apo toutōn tōn mataiōn epistrephein epi ton theon ton zōnta, os epoiēse ton ouranon kai tēn gēn kai tēn thalassan kai panta ta en autois
act|14|16|	os en tais parōchēmenais geneais eiase panta ta ethnē poreuesthai tais odois autōn
act|14|17|	kaitoi ge ouk amarturon eauton aphēken agathopoiōn, ouranothen umin uetous didous kai kairous karpophorous, empiplōn trophēs kai euphrosunēs tas kardias umōn.
act|14|18|	kai tauta legontes molis katepausan tous ochlous tou mē thuein autois.
act|14|19|	epēlthon de apo antiocheias kai ikoniou ioudaioi, kai peisantes tous ochlous kai lithasantes ton paulon esuran exō tēs poleōs, nomisantes auton tethnanai.
act|14|20|	kuklōsantōn de auton tōn mathētōn anastas eisēlthen eis tēn polin, kai tē epaurion exēlthe sun tō barnaba eis derbēn.
act|14|21|	euaggelisamenoi te tēn polin ekeinēn kai mathēteusantes ikanous upestrepsan eis tēn lustran kai ikonion kai antiocheian,
act|14|22|	epistērizontes tas psuchas tōn mathētōn, parakalountes emmenein tē pistei, kai oti dia pollōn thlipseōn dei ēmas eiselthein eis tēn basileian tou theou.
act|14|23|	cheirotonēsantes de autois presbuterous kat ekklēsian kai proseuxamenoi meta nēsteiōn parethento autous tō kuriō, eis on pepisteukasi.
act|14|24|	kai dielthontes tēn pisidian ēlthon eis pamphulian,
act|14|25|	kai lalēsantes en pergē ton logon katebēsan eis attaleian,
act|14|26|	kakeithen apepleusan eis antiocheian, othen ēsan paradedomenoi tē chariti tou theou eis to ergon o eplērōsan.
act|14|27|	paragenomenoi de kai sunagagontes tēn ekklēsian anēggeilan osa epoiēsen o theos met autōn, kai oti ēnoixe tois ethnesi thuran pisteōs.
act|14|28|	dietribon de ekei chronon ouk oligon sun tois mathētais.
act|15|1|	kai tines katelthontes apo tēs ioudaias edidaskon tous adelphous oti ean mē peritemnēsthe tō ethei mōuseōs, ou dunasthe sōthēnai.
act|15|2|	genomenēs oun staseōs kai zētēseōs ouk oligēs tō paulō kai tō barnaba pros autous, etaxan anabainein paulon kai barnaban kai tinas allous ex autōn pros tous apostolous kai presbuterous eis ierousalēm peri tou zētēmatos toutou.
act|15|3|	oi men oun propemphthentes upo tēs ekklēsias diērchonto tēn phoinikēn kai samareian ekdiēgoumenoi tēn epistrophēn tōn ethnōn, kai epoioun charan megalēn pasi tois adelphois.
act|15|4|	paragenomenoi de eis ierousalēm apedechthēsan upo tēs ekklēsias kai tōn apostolōn kai tōn presbuterōn, anēggeilan te osa o theos epoiēse met autōn, kai oti ēnoixe tois ethnesi thuran pisteōs.
act|15|5|	exanestēsan de tines tōn apo tēs aireseōs tōn pharisaiōn pepisteukotes, legontes oti dei peritemnein autous paraggellein te tērein ton nomon mōuseōs.
act|15|6|	sunēchthēsan de oi apostoloi kai oi presbuteroi idein peri tou logou toutou.
act|15|7|	pollēs de suzētēseōs genomenēs anastas petros eipe pros autous andres adelphoi, umeis epistasthe oti aph ēmerōn archaiōn o theos en ēmin exelexato dia tou stomatos mou akousai ta ethnē ton logon tou euaggeliou kai pisteusai.
act|15|8|	kai o kardiognōstēs theos emarturēsen autois dous autois to pneuma to agion kathōs kai ēmin,
act|15|9|	kai ouden diekrine metaxu ēmōn te kai autōn tē pistei katharisas tas kardias autōn.
act|15|10|	nun oun ti peirazete ton theon, epitheinai zugon epi ton trachēlon tōn mathētōn, on oute oi pateres ēmōn oute ēmeis ischusamen bastasai?
act|15|11|	alla dia tēs charitos tou kuriou iēsou pisteuomen sōthēnai kath on tropon kakeinoi.
act|15|12|	esigēse de pan to plēthos kai ēkouon barnaba kai paulou exēgoumenōn osa epoiēsen o theos sēmeia kai terata en tois ethnesi di autōn.
act|15|13|	meta de to sigēsai autous apekrithē iakōbos legōn andres adelphoi, akousate mou.
act|15|14|	sumeōn exēgēsato kathōs prōton o theos epeskepsato labein ex ethnōn laon epi tō onomati autou.
act|15|15|	kai toutō sumphōnousin oi logoi tōn prophētōn, kathōs gegraptai
act|15|16|	meta tauta anastrepsō kai anoikodomēsō tēn skēnēn dauid tēn peptōkuian, kai ta kateskammena autēs anoikodomēsō kai anorthōsō autēn,
act|15|17|	opōs an ekzētēsōsin oi kataloipoi tōn anthrōpōn ton kurion, kai panta ta ethnē eph ous epikeklētai to onoma mou ep autous, legei kurios o poiōn tauta panta.
act|15|18|	gnōsta ap aiōnos esti tō theō panta ta erga autou.
act|15|19|	dio egō krinō mē parenochlein tois apo tōn ethnōn epistrephousin epi ton theon,
act|15|20|	alla episteilai autois tou apechesthai apo tōn alisgēmatōn tōn eidōlōn kai tēs porneias kai tou pniktou kai tou aimatos.
act|15|21|	mōusēs gar ek geneōn archaiōn kata polin tous kērussontas auton echei en tais sunagōgais kata pan sabbaton anaginōskomenos.
act|15|22|	tote edoxe tois apostolois kai tois presbuterois sun olē tē ekklēsia eklexamenous andras ex autōn pempsai eis antiocheian sun tō paulō kai barnaba, ioudan ton epikaloumenon barsabban kai silan, andras ēgoumenous en tois adelphois,
act|15|23|	grapsantes dia cheiros autōn tade oi apostoloi kai oi presbuteroi kai oi adelphoi tois kata tēn antiocheian kai surian kai kilikian adelphois tois ex ethnōn chairein.
act|15|24|	epeidē ēkousamen oti tines ex ēmōn exelthontes etaraxan umas logois anaskeuazontes tas psuchas umōn, legontes peritemnesthai kai tērein ton nomon, ois ou diesteilametha,
act|15|25|	edoxen ēmin genomenois omothumadon, eklexamenous andras pempsai pros umas sun tois agapētois ēmōn barnaba kai paulō,
act|15|26|	anthrōpois paradedōkosi tas psuchas autōn uper tou onomatos tou kuriou ēmōn iēsou christou
act|15|27|	apestalkamen oun ioudan kai silan kai autous dia logou apaggellontas ta auta.
act|15|28|	edoxe gar tō agiō pneumati kai ēmin mēden pleon epitithesthai umin baros plēn tōn epanagkes toutōn,
act|15|29|	apechesthai eidōlothutōn kai aimatos kai pniktou kai porneias ex ōn diatērountes eautous eu praxete. errōsthe.
act|15|30|	oi men oun apoluthentes ēlthon eis antiocheian, kai sunagagontes to plēthos epedōkan tēn epistolēn.
act|15|31|	anagnontes de echarēsan epi tē paraklēsei.
act|15|32|	ioudas te kai silas, kai autoi prophētai ontes, dia logou pollou parekalesan tous adelphous kai epestērixan.
act|15|33|	poiēsantes de chronon apeluthēsan met eirēnēs apo tōn adelphōn pros tous apostolous.
act|15|34|	edoxe de tō sila epimeinai autou.
act|15|35|	paulos de kai barnabas dietribon en antiocheia didaskontes kai euaggelizomenoi meta kai eterōn pollōn ton logon tou kuriou.
act|15|36|	meta de tinas ēmeras eipe paulos pros barnaban epistrepsantes dē episkepsōmetha tous adelphous ēmōn kata pasan polin en ais katēggeilamen ton logon tou kuriou, pōs echousi.
act|15|37|	barnabas de ebouleusato sumparalabein ton iōannēn ton epikaloumenon markon
act|15|38|	paulos de ēxiou, ton apostanta ap autōn apo pamphulias kai mē sunelthonta autois eis to ergon, mē sumparalabein touton.
act|15|39|	egeneto oun paroxusmos, ōste apochōristhēnai autous ap allēlōn, ton te barnaban paralabonta ton markon ekpleusai eis kupron.
act|15|40|	paulos de epilexamenos silan exēlthe, paradotheis tē chariti tou theou upo tōn adelphōn,
act|15|41|	diērcheto de tēn surian kai kilikian epistērizōn tas ekklēsias.
act|16|1|	katēntēse de eis derbēn kai lustran. kai idou mathētēs tis ēn ekei onomati timotheos, uios gunaikos tinos ioudaias pistēs, patros de ellēnos,
act|16|2|	os emartureito upo tōn en lustrois kai ikoniō adelphōn.
act|16|3|	touton ēthelēsen o paulos sun autō exelthein, kai labōn perietemen auton dia tous ioudaious tous ontas en tois topois ekeinois ēdeisan gar apantes ton patera autou oti ellēn upērchen.
act|16|4|	ōs de dieporeuonto tas poleis, paredidoun autois phulassein ta dogmata ta kekrimena upo tōn apostolōn kai tōn presbuterōn tōn en ierousalēm.
act|16|5|	ai men oun ekklēsiai estereounto tē pistei kai eperisseuon tō arithmō kath ēmeran.
act|16|6|	dielthontes de tēn phrugian kai tēn galatikēn chōran, kōluthentes upo tou agiou pneumatos lalēsai ton logon en tē asia,
act|16|7|	elthontes kata tēn musian epeirazon kata tēn bithunian poreuesthai kai ouk eiasen autous to pneuma.
act|16|8|	parelthontes de tēn musian katebēsan eis trōada.
act|16|9|	kai orama dia tēs nuktos ōphthē tō paulō anēr tis ēn makedōn estōs, parakalōn auton kai legōn diabas eis makedonian boēthēson ēmin.
act|16|10|	ōs de to orama eiden, eutheōs ezētēsamen exelthein eis tēn makedonian, sumbibazontes oti proskeklētai ēmas o kurios euaggelisasthai autous.
act|16|11|	anachthentes oun apo tēs trōados euthudromēsamen eis samothrakēn, tē de epiousē eis neapolin,
act|16|12|	ekeithen te eis philippous, ētis esti prōtē tēs meridos tēs makedonias polis kolōnia. ēmen de en autē tē polei diatribontes ēmeras tinas,
act|16|13|	tē te ēmera tōn sabbatōn exēlthomen exō tēs poleōs para potamon ou enomizeto proseuchē einai, kai kathisantes elaloumen tais sunelthousais gunaixi.
act|16|14|	kai tis gunē onomati ludia, porphuropōlis poleōs thuateirōn, sebomenē ton theon, ēkouen, ēs o kurios diēnoixe tēn kardian prosechein tois laloumenois upo tou paulou.
act|16|15|	ōs de ebaptisthē kai o oikos autēs, parekalese legousa ei kekrikate me pistēn tō kuriō einai, eiselthontes eis ton oikon mou meinate kai parebiasato ēmas.
act|16|16|	egeneto de poreuomenōn ēmōn eis proseuchēn paidiskēn tina echousan pneuma puthōnos apantēsai ēmin, ētis ergasian pollēn pareiche tois kuriois autēs manteuomenē.
act|16|17|	autē katakolouthēsasa tō paulō kai tō sila ekraze legousa outoi oi anthrōpoi douloi tou theou tou upsistou eisin, oitines kataggellousin ēmin odon sōtērias.
act|16|18|	touto de epoiei epi pollas ēmeras. diaponētheis de o paulos kai epistrepsas tō pneumati eipe paraggellō soi en tō onomati iēsou christou exelthein ap autēs. kai exēlthen autē tē ōra.
act|16|19|	idontes de oi kurioi autēs oti exēlthen ē elpis tēs ergasias autōn, epilabomenoi ton paulon kai ton silan eilkusan eis tēn agoran epi tous archontas,
act|16|20|	kai prosagagontes autous tois stratēgois eipon outoi oi anthrōpoi ektarassousin ēmōn tēn polin ioudaioi uparchontes,
act|16|21|	kai kataggellousin ethē a ouk exestin ēmin paradechesthai oude poiein rōmaiois ousi.
act|16|22|	kai sunepestē o ochlos kat autōn. kai oi stratēgoi perirrēxantes autōn ta imatia ekeleuon rabdizein,
act|16|23|	pollas te epithentes autois plēgas ebalon eis phulakēn, paraggeilantes tō desmophulaki asphalōs tērein autous
act|16|24|	os paraggelian toiautēn eilēphōs ebalen autous eis tēn esōteran phulakēn kai tous podas autōn ēsphalisato eis to xulon.
act|16|25|	kata de to mesonuktion paulos kai silas proseuchomenoi umnoun ton theon epēkroōnto de autōn oi desmioi.
act|16|26|	aphnō de seismos egeneto megas, ōste saleuthēnai ta themelia tou desmōtēriou, aneōchthēsan te parachrēma ai thurai pasai kai pantōn ta desma anethē.
act|16|27|	exupnos de genomenos o desmophulax kai idōn aneōgmenas tas thuras tēs phulakēs, spasamenos machairan emellen eauton anairein, nomizōn ekpepheugenai tous desmious.
act|16|28|	ephōnēse de phōnē megalē o paulos legōn mēden praxēs seautō kakon apantes gar esmen enthade.
act|16|29|	aitēsas de phōta eisepēdēse, kai entromos genomenos prosepese tō paulō kai tō sila,
act|16|30|	kai proagagōn autous exō ephē kurioi, ti me dei poiein ina sōthō?
act|16|31|	oi de eipon pisteuson epi ton kurion iēsoun christon, kai sōthēsē su kai o oikos sou.
act|16|32|	kai elalēsan autō ton logon tou kuriou kai pasi tois en tē oikia autou.
act|16|33|	kai paralabōn autous en ekeinē tē ōra tēs nuktos elousen apo tōn plēgōn, kai ebaptisthē autos kai oi autou pantes parachrēma,
act|16|34|	anagagōn te autous eis ton oikon autou parethēke trapezan, kai ēgalliato panoiki pepisteukōs tō theō.
act|16|35|	ēmeras de genomenēs apesteilan oi stratēgoi tous rabdouchous legontes apoluson tous anthrōpous ekeinous.
act|16|36|	apēggeile de o desmophulax tous logous toutous pros ton paulon, oti apestalkasin oi stratēgoi ina apoluthēte. nun oun exelthontes poreuesthe en eirēnē.
act|16|37|	o de paulos ephē pros autous deirantes ēmas dēmosia akatakritous, anthrōpous rōmaious uparchontas, ebalon eis phulakēn kai nun lathra ēmas ekballousin? ou gar, alla elthontes autoi ēmas exagagetōsan.
act|16|38|	anēggeilan de tois stratēgois oi rabdouchoi ta rēmata tauta kai ephobēthēsan akousantes oti rōmaioi eisi,
act|16|39|	kai elthontes parekalesan autous, kai exagagontes ērōtōn exelthein tēs poleōs.
